x,y,VAUD_mean,VBUD_mean,VCUD_mean,VALR_mean,VBLR_mean,VCLR_mean,PXAL_mean,PXAM_mean,PXAR_mean,PXBL_mean,PXBM_mean,PXBR_mean,PYAL_mean,PYAM_mean,PYAR_mean,PYBL_mean,PYBM_mean,PYBR_mean,VAUD_std,VBUD_std,VCUD_std,VALR_std,VBLR_std,VCLR_std,PXAL_std,PXAM_std,PXAR_std,PXBL_std,PXBM_std,PXBR_std,PYAL_std,PYAM_std,PYAR_std,PYBL_std,PYBM_std,PYBR_std
31,1,0.046397003,0.026164436,0.032204296,0.063224875,0.042995105,0.033956843,0.094871628,0.113496004,0.098986214,0.045796503,0.057668931,0.078821578,0.056457842,0.054357343,0.076371329,0.023326973,0.022040579,0.008947804,0.006015402,0.01207907,0.022453834,0.01269783,0.018456937,0.034108386,0.023386108,0.031399261,0.024264317,0.048660714,0.059424851,0.053466906,0.010960069,0.005204915,0.005392068,0.015476988,0.017990808,0.008376327
31,10,0.043858042,0.030126174,0.040247253,0.037490809,0.024195504,0.043518382,0.020280719,0.038167133,0.103552747,0.040622378,0.025395305,0.01258991,0.059160939,0.06053017,0.072196803,0.031545854,0.035616203,0.017340312,0.001080488,0.00146157,0.002873981,0.001951984,0.002195264,0.007575911,0.008002077,0.018104306,0.009658089,0.026446351,0.030165939,0.016991981,0.000781749,0.000922604,0.000895471,0.001623382,0.002378216,0.001739183
31,2,0.045951149,0.025422178,0.031117982,0.061018581,0.040849251,0.037450949,0.096702697,0.118340959,0.102001499,0.040290909,0.040773227,0.05981958,0.059634565,0.053267033,0.074807592,0.017732967,0.017111608,0.010087565,0.009551393,0.014359302,0.023998548,0.012089802,0.019034379,0.031289341,0.020491883,0.027134712,0.024160313,0.047304035,0.05369121,0.053516681,0.003379697,0.015089738,0.009758859,0.017049509,0.019467146,0.008085582
31,3,0.046959041,0.025467133,0.036303197,0.057537862,0.040024376,0.043920679,0.096405195,0.11854955,0.102155844,0.025982617,0.024597403,0.033906094,0.062244855,0.056287113,0.07642038,0.018733067,0.018766153,0.011023828,0.003980268,0.020755457,0.016314389,0.012142903,0.012246439,0.02555896,0.015698972,0.021711218,0.025277346,0.037122848,0.041035653,0.042967815,0.003418016,0.00252876,0.002979395,0.017045393,0.018933245,0.007619822
31,4,0.047711888,0.030381419,0.03305015,0.052516583,0.039196603,0.049097602,0.089612687,0.117887612,0.106604396,0.023557443,0.01787992,0.025095105,0.060147952,0.056801798,0.075898701,0.015922078,0.016427892,0.011396755,0.002488358,0.004546525,0.024147262,0.009597978,0.010185005,0.023646984,0.0190223,0.020815075,0.018324062,0.033837212,0.032531137,0.033756864,0.001394497,0.002638402,0.002413808,0.017316186,0.018847753,0.007601132
31,5,0.047547752,0.030680519,0.038246054,0.048762438,0.038077223,0.05336963,0.081484016,0.114127373,0.109356444,0.006821878,0.00871958,0.016568432,0.059142358,0.057116783,0.075815784,0.018352747,0.019252567,0.01266199,0.003028455,0.004342723,0.009118355,0.00855782,0.009502133,0.015120119,0.02343545,0.022763723,0.009351762,0.014210424,0.01888008,0.021867819,0.001546636,0.001891612,0.002307218,0.015478456,0.016965573,0.005448164
31,6,0.046673726,0.031218282,0.040603097,0.044605495,0.032710989,0.050191608,0.061166034,0.100105195,0.109188811,0.010386513,0.008588811,0.010894705,0.059410689,0.057995904,0.074961239,0.027111189,0.028854265,0.014107744,0.001881634,0.00224718,0.004228258,0.004672375,0.006832136,0.008830652,0.027477843,0.028278426,0.006468423,0.015760395,0.012166993,0.007346255,0.001365745,0.001415482,0.001754353,0.011507696,0.012819283,0.004045452
31,7,0.045666733,0.031340659,0.039458142,0.042159441,0.028762238,0.05005015,0.039847552,0.084841159,0.108079421,0.013168831,0.008654346,0.009807592,0.059533566,0.058889211,0.073636164,0.030722677,0.033311308,0.01550165,0.001524643,0.001815711,0.005544097,0.003410882,0.004703318,0.008182607,0.017728347,0.025843159,0.008853532,0.015828855,0.011631522,0.006199368,0.001571026,0.001169074,0.001583752,0.006491975,0.007581494,0.002682376
31,8,0.044612488,0.030646653,0.039422278,0.039955544,0.026597702,0.047285015,0.028835564,0.066534366,0.107238661,0.020358242,0.01332997,0.010463536,0.058782118,0.05950959,0.073306094,0.031563836,0.034821398,0.016138014,0.001405194,0.001528972,0.005098448,0.002673259,0.002417655,0.008407432,0.010326372,0.022931538,0.007879332,0.018229205,0.016804373,0.011301604,0.001105941,0.000956944,0.001220974,0.004972766,0.005780138,0.003016355
31,9,0.043880519,0.030010889,0.040301299,0.038678422,0.025196703,0.044208891,0.024595005,0.051645255,0.106432168,0.030445754,0.017584416,0.011183417,0.058291309,0.06010959,0.072654745,0.032017782,0.035718101,0.017008743,0.001191834,0.001541021,0.002362501,0.002003557,0.002118318,0.005296453,0.008825287,0.01859967,0.005559869,0.020764689,0.020814923,0.013427698,0.000951729,0.001006797,0.001152004,0.00165326,0.002508483,0.001610826
